item_id,title,category,subcategory,price,currency,tags,description,brand,target_gender,age_group_label,age_min,age_max,rating,stock,created_at
111751,Elegant Hairbrush,Beauty & Personal Care,Hairbrush,50.0,INR,"hairbrush,beauty_&_personal_care,gift,valentine,birthday",TeaTime presents the Elegant Hairbrush. Perfect for birthdays and special occasions. Compact and easy to carry.,TeaTime,boys,teen,13,19,4.64,72,2025-10-13
111752,Portable Chocolate Box,Food & Beverages,Chocolate Box,440.9,INR,"chocolate_box,food_&_beverages,budget,anniversary,for-him",Portable Chocolate Box is crafted with care by GreenLeaf. A delightful present for child who loves chocolate box.,GreenLeaf,girls,child,3,12,4.0,264,2025-06-25
111753,Classic Bath Bombs,Beauty & Personal Care,Bath Bombs,1058.68,INR,"bath_bombs,beauty_&_personal_care,office,luxury,festival",StoryNest presents the Classic Bath Bombs. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,girls,child,3,12,4.85,72,2025-06-19
111754,Personalized Water Bottle,Fitness & Sports,Water Bottle,419.61,INR,"water_bottle,fitness_&_sports,anniversary,luxury,for-her","Give the Personalized Water Bottle as a thoughtful gift — high-quality, well-designed and ideal for boys.",CustomCraft,boys,senior,61,100,3.93,149,2025-01-25
111755,Eco Wall Art,Home & Kitchen,Wall Art,546.18,INR,"wall_art,home_&_kitchen,birthday,for-her,eco","Eco Wall Art by GreenLeaf. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",GreenLeaf,unisex,child,3,12,3.57,88,2025-04-14
111756,Vibrant Photo Frame,Home & Kitchen,Photo Frame,300.57,INR,"photo_frame,home_&_kitchen,for-kids,festival,handmade","Give the Vibrant Photo Frame as a thoughtful gift — high-quality, well-designed and ideal for boys.",SparkModa,boys,young_adult,20,35,4.38,125,2025-10-19
111757,Minimal Sunglasses,Fashion Accessories,Sunglasses,331.39,INR,"sunglasses,fashion_accessories,custom,handmade,festival",Minimal Sunglasses is crafted with care by SoundX. A delightful present for child who loves sunglasses.,SoundX,unisex,child,3,12,3.42,120,2025-01-16
111758,Smart Name Necklace,Personalized Gifts,Name Necklace,698.57,INR,"name_necklace,personalized_gifts,anniversary,custom,travel",UrbanCraft presents the Smart Name Necklace. Perfect for birthdays and special occasions. Compact and easy to carry.,UrbanCraft,unisex,young_adult,20,35,4.35,59,2025-01-24
111759,Handcrafted Pen Set,Stationery,Pen Set,329.35,INR,"pen_set,stationery,luxury,handmade,gift",Handcrafted Pen Set is crafted with care by TeaTime. A delightful present for teen who loves pen set.,TeaTime,girls,teen,13,19,4.38,190,2025-02-28
111760,Deluxe Decorative Pillow,Home & Kitchen,Decorative Pillow,587.37,INR,"decorative_pillow,home_&_kitchen,home,eco,valentine",ShineCraft presents the Deluxe Decorative Pillow. Perfect for birthdays and special occasions. Compact and easy to carry.,ShineCraft,boys,teen,13,19,4.53,90,2025-04-23
111761,Personalized Gourmet Snacks,Food & Beverages,Gourmet Snacks,1476.98,INR,"gourmet_snacks,food_&_beverages,luxury,eco,handmade",Personalized Gourmet Snacks is crafted with care by WriteWell. A delightful present for child who loves gourmet snacks.,WriteWell,girls,child,3,12,3.93,67,2025-10-08
111762,Modern Board Game,Toys & Games,Board Game,294.84,INR,"board_game,toys_&_games,handmade,portable,valentine","Modern Board Game by BrightHome. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",BrightHome,unisex,senior,61,100,4.48,71,2025-08-24
111763,Deluxe Photo Frame,Home & Kitchen,Photo Frame,748.58,INR,"photo_frame,home_&_kitchen,festival,birthday,handmade",Deluxe Photo Frame is crafted with care by FrameArt. A delightful present for young_adult who loves photo frame.,FrameArt,unisex,young_adult,20,35,3.01,54,2025-09-06
111764,Comfort Cookie Tin,Food & Beverages,Cookie Tin,281.77,INR,"cookie_tin,food_&_beverages,custom,for-her,for-him","Give the Comfort Cookie Tin as a thoughtful gift — high-quality, well-designed and ideal for unisex.",SparkModa,unisex,teen,13,19,4.24,425,2025-10-18
111765,Personalized Earrings,Jewelry,Earrings,738.92,INR,"earrings,jewelry,for-kids,gift,home","Personalized Earrings by PeakActive. A great gift for boys in the child age group. Practical, stylish and long-lasting.",PeakActive,boys,child,3,12,4.09,200,2025-05-02
111766,Stylish Camera Accessory,Electronics,Camera Accessory,120.85,INR,"camera_accessory,electronics,luxury,travel,gift","Stylish Camera Accessory by HomeSoul. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",HomeSoul,unisex,child,3,12,4.61,5,2025-01-14
111767,Comfort Pen Set,Stationery,Pen Set,1431.93,INR,"pen_set,stationery,for-her,eco,office",GlowUp presents the Comfort Pen Set. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,young_adult,20,35,5.0,98,2025-03-11
111768,Slim Grooming Kit,Beauty & Personal Care,Grooming Kit,301.87,INR,"grooming_kit,beauty_&_personal_care,for-her,home,gift",Slim Grooming Kit is crafted with care by CustomCraft. A delightful present for teen who loves grooming kit.,CustomCraft,unisex,teen,13,19,4.93,170,2025-09-24
111769,Vibrant Earrings,Jewelry,Earrings,520.26,INR,"earrings,jewelry,budget,office,gift",GlowUp presents the Vibrant Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,child,3,12,3.28,308,2025-03-01
111770,Smart Engraved Keychain,Personalized Gifts,Engraved Keychain,888.62,INR,"engraved_keychain,personalized_gifts,portable,valentine,gift","Smart Engraved Keychain by CalmScents. A great gift for boys in the senior age group. Practical, stylish and long-lasting.",CalmScents,boys,senior,61,100,4.04,156,2025-08-22
111771,Modern Camera Accessory,Electronics,Camera Accessory,90.81,INR,"camera_accessory,electronics,valentine,for-her,handmade","Give the Modern Camera Accessory as a thoughtful gift — high-quality, well-designed and ideal for unisex.",StoryNest,unisex,teen,13,19,3.73,33,2025-10-23
111772,Comfort Wall Art,Home & Kitchen,Wall Art,265.05,INR,"wall_art,home_&_kitchen,anniversary,luxury,festival",Comfort Wall Art is crafted with care by UrbanCraft. A delightful present for young_adult who loves wall art.,UrbanCraft,unisex,young_adult,20,35,3.52,198,2025-06-21
111773,Handcrafted Pen Set,Stationery,Pen Set,258.57,INR,"pen_set,stationery,anniversary,budget,home","Handcrafted Pen Set by GreenLeaf. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",GreenLeaf,unisex,teen,13,19,4.22,258,2025-01-11
111774,Modern Planner,Stationery,Planner,849.83,INR,"planner,stationery,home,office,for-him","Modern Planner by HandyGifts. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",HandyGifts,unisex,teen,13,19,3.65,207,2025-06-15
111775,Cute Fairy Lights,Gardening & Decor,Fairy Lights,602.71,INR,"fairy_lights,gardening_&_decor,for-her,budget,luxury","Give the Cute Fairy Lights as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,child,3,12,4.13,263,2025-08-15
111776,Luxury Children's Book,Books,Children's Book,111.51,INR,"children's_book,books,anniversary,portable,for-kids",GreenLeaf presents the Luxury Children's Book. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,unisex,young_adult,20,35,3.87,267,2025-06-18
111777,Personalized Travel Mug,Home & Kitchen,Travel Mug,81.06,INR,"travel_mug,home_&_kitchen,for-him,portable,home","Personalized Travel Mug by SparkModa. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",SparkModa,unisex,teen,13,19,3.18,194,2025-03-12
111778,Personalized Smart Lamp,Electronics,Smart Lamp,3541.18,INR,"smart_lamp,electronics,festival,for-her,valentine",HomeSoul presents the Personalized Smart Lamp. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,unisex,child,3,12,4.24,425,2025-04-25
111779,Compact DIY Kit,Toys & Games,DIY Kit,1239.71,INR,"diy_kit,toys_&_games,anniversary,birthday,office","Give the Compact DIY Kit as a thoughtful gift — high-quality, well-designed and ideal for girls.",CalmScents,girls,child,3,12,3.72,456,2025-04-05
111780,Deluxe Portable Charger,Electronics,Portable Charger,3637.53,INR,"portable_charger,electronics,for-him,for-kids,eco",Deluxe Portable Charger is crafted with care by CustomCraft. A delightful present for teen who loves portable charger.,CustomCraft,unisex,teen,13,19,4.51,133,2025-09-14
111781,Stylish Coffee Beans,Food & Beverages,Coffee Beans,2211.43,INR,"coffee_beans,food_&_beverages,custom,birthday,home","Give the Stylish Coffee Beans as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,adult,36,60,3.9,331,2025-03-06
111782,Vibrant Self Help,Books,Self Help,132.88,INR,"self_help,books,birthday,for-kids,home",HomeSoul presents the Vibrant Self Help. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,boys,teen,13,19,3.64,396,2025-09-13
111783,Artisan Wall Art,Home & Kitchen,Wall Art,678.64,INR,"wall_art,home_&_kitchen,eco,luxury,portable",Artisan Wall Art is crafted with care by SoundX. A delightful present for adult who loves wall art.,SoundX,unisex,adult,36,60,3.98,305,2025-10-12
111784,Artisan Bluetooth Speaker,Electronics,Bluetooth Speaker,609.6,INR,"bluetooth_speaker,electronics,custom,budget,eco",PeakActive presents the Artisan Bluetooth Speaker. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,unisex,senior,61,100,4.3,206,2025-09-01
111785,Deluxe Necklace,Jewelry,Necklace,50.0,INR,"necklace,jewelry,for-her,anniversary,luxury",HandyGifts presents the Deluxe Necklace. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,boys,adult,36,60,3.71,483,2025-09-21
111786,Colorful Mini Garden Kit,Gardening & Decor,Mini Garden Kit,1148.75,INR,"mini_garden_kit,gardening_&_decor,for-her,handmade,travel",PeakActive presents the Colorful Mini Garden Kit. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,unisex,teen,13,19,4.02,106,2025-07-23
111787,Cute Fitness Band,Electronics,Fitness Band,57.43,INR,"fitness_band,electronics,office,budget,luxury","Give the Cute Fitness Band as a thoughtful gift — high-quality, well-designed and ideal for girls.",SoundX,girls,senior,61,100,3.95,355,2025-09-06
111788,Vibrant Perfume,Beauty & Personal Care,Perfume,202.52,INR,"perfume,beauty_&_personal_care,budget,handmade,home","Give the Vibrant Perfume as a thoughtful gift — high-quality, well-designed and ideal for unisex.",BrightHome,unisex,adult,36,60,3.52,78,2025-05-06
111789,Comfort Photo Collage,Personalized Gifts,Photo Collage,501.02,INR,"photo_collage,personalized_gifts,portable,custom,travel","Give the Comfort Photo Collage as a thoughtful gift — high-quality, well-designed and ideal for girls.",GreenLeaf,girls,young_adult,20,35,4.49,32,2025-04-23
111790,Modern Self Help,Books,Self Help,1727.62,INR,"self_help,books,travel,home,custom","Modern Self Help by SoundX. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",SoundX,girls,young_adult,20,35,4.63,145,2025-04-02
111791,Slim Headphones,Electronics,Headphones,349.05,INR,"headphones,electronics,budget,for-kids,festival",ThermoCo presents the Slim Headphones. Perfect for birthdays and special occasions. Compact and easy to carry.,ThermoCo,unisex,senior,61,100,4.3,4,2025-02-25
111792,Cute Name Necklace,Personalized Gifts,Name Necklace,123.56,INR,"name_necklace,personalized_gifts,for-her,birthday,travel",Cute Name Necklace is crafted with care by GreenLeaf. A delightful present for young_adult who loves name necklace.,GreenLeaf,unisex,young_adult,20,35,4.74,410,2025-11-27
111793,Premium Name Necklace,Personalized Gifts,Name Necklace,1062.32,INR,"name_necklace,personalized_gifts,for-her,gift,office","Give the Premium Name Necklace as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,child,3,12,3.82,297,2025-03-06
111794,Cute Personalized Journal,Personalized Gifts,Personalized Journal,183.45,INR,"personalized_journal,personalized_gifts,gift,travel,anniversary",ShineCraft presents the Cute Personalized Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,ShineCraft,girls,teen,13,19,3.86,188,2025-10-26
111795,Slim Wind Chime,Gardening & Decor,Wind Chime,53.77,INR,"wind_chime,gardening_&_decor,budget,office,for-her",ThermoCo presents the Slim Wind Chime. Perfect for birthdays and special occasions. Compact and easy to carry.,ThermoCo,unisex,teen,13,19,4.28,230,2025-10-21
111796,Vibrant Sticky Notes,Stationery,Sticky Notes,458.67,INR,"sticky_notes,stationery,festival,luxury,valentine","Vibrant Sticky Notes by TeaTime. A great gift for boys in the child age group. Practical, stylish and long-lasting.",TeaTime,boys,child,3,12,3.65,212,2025-03-07
111797,Luxury Children's Book,Books,Children's Book,765.51,INR,"children's_book,books,birthday,custom,luxury","Luxury Children's Book by FrameArt. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",FrameArt,unisex,senior,61,100,3.16,114,2025-03-12
111798,Minimal Leather Journal,Stationery,Leather Journal,164.85,INR,"leather_journal,stationery,gift,for-him,for-kids",Minimal Leather Journal is crafted with care by PowerGo. A delightful present for senior who loves leather journal.,PowerGo,girls,senior,61,100,4.6,76,2025-08-02
111799,Personalized Puzzle,Toys & Games,Puzzle,722.51,INR,"puzzle,toys_&_games,handmade,for-him,gift","Personalized Puzzle by SoundX. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",SoundX,unisex,teen,13,19,3.69,228,2025-02-18
111800,Portable Pendant,Jewelry,Pendant,276.45,INR,"pendant,jewelry,office,luxury,budget","Portable Pendant by ShineCraft. A great gift for girls in the senior age group. Practical, stylish and long-lasting.",ShineCraft,girls,senior,61,100,4.58,217,2025-07-07
111801,Eco Photo Collage,Personalized Gifts,Photo Collage,628.38,INR,"photo_collage,personalized_gifts,portable,gift,valentine","Give the Eco Photo Collage as a thoughtful gift — high-quality, well-designed and ideal for unisex.",GlowUp,unisex,adult,36,60,4.36,95,2025-07-02
111802,Premium Puzzle,Toys & Games,Puzzle,191.64,INR,"puzzle,toys_&_games,valentine,for-kids,portable","Give the Premium Puzzle as a thoughtful gift — high-quality, well-designed and ideal for girls.",ChocoDelight,girls,teen,13,19,4.28,62,2025-04-26
111803,Vibrant Notebooks,Stationery,Notebooks,55.77,INR,"notebooks,stationery,anniversary,home,for-kids",SparkModa presents the Vibrant Notebooks. Perfect for birthdays and special occasions. Compact and easy to carry.,SparkModa,boys,young_adult,20,35,4.45,232,2025-08-25
111804,Modern Planter,Gardening & Decor,Planter,616.01,INR,"planter,gardening_&_decor,for-her,luxury,for-kids","Modern Planter by GlowUp. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",GlowUp,girls,young_adult,20,35,3.8,143,2025-11-25
111805,Elegant DIY Kit,Toys & Games,DIY Kit,154.45,INR,"diy_kit,toys_&_games,luxury,handmade,valentine","Give the Elegant DIY Kit as a thoughtful gift — high-quality, well-designed and ideal for girls.",PowerGo,girls,adult,36,60,4.59,113,2025-01-15
111806,Artisan Cookbook,Books,Cookbook,620.08,INR,"cookbook,books,for-kids,for-her,handmade",Artisan Cookbook is crafted with care by PowerGo. A delightful present for child who loves cookbook.,PowerGo,unisex,child,3,12,4.85,384,2025-05-20
111807,Comfort Decorative Pillow,Home & Kitchen,Decorative Pillow,645.56,INR,"decorative_pillow,home_&_kitchen,anniversary,for-him,office",Comfort Decorative Pillow is crafted with care by StoryNest. A delightful present for child who loves decorative pillow.,StoryNest,unisex,child,3,12,4.58,31,2025-07-01
111808,Classic Pendant,Jewelry,Pendant,734.94,INR,"pendant,jewelry,travel,birthday,portable",PeakActive presents the Classic Pendant. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,unisex,teen,13,19,3.54,25,2025-08-20
111809,Portable Planner,Stationery,Planner,187.46,INR,"planner,stationery,birthday,for-kids,valentine","Portable Planner by StoryNest. A great gift for girls in the senior age group. Practical, stylish and long-lasting.",StoryNest,girls,senior,61,100,4.17,63,2025-07-26
111810,Portable Decorative Pillow,Home & Kitchen,Decorative Pillow,675.46,INR,"decorative_pillow,home_&_kitchen,office,handmade,luxury",CustomCraft presents the Portable Decorative Pillow. Perfect for birthdays and special occasions. Compact and easy to carry.,CustomCraft,unisex,senior,61,100,3.41,302,2025-01-14
111811,Smart Fairy Lights,Gardening & Decor,Fairy Lights,638.14,INR,"fairy_lights,gardening_&_decor,office,luxury,home","Give the Smart Fairy Lights as a thoughtful gift — high-quality, well-designed and ideal for unisex.",GreenLeaf,unisex,young_adult,20,35,4.37,12,2025-05-16
111812,Premium Tie,Fashion Accessories,Tie,534.63,INR,"tie,fashion_accessories,home,handmade,birthday","Premium Tie by FrameArt. A great gift for girls in the child age group. Practical, stylish and long-lasting.",FrameArt,girls,child,3,12,3.87,120,2025-03-08
111813,Elegant Gourmet Snacks,Food & Beverages,Gourmet Snacks,1682.65,INR,"gourmet_snacks,food_&_beverages,handmade,travel,eco",Elegant Gourmet Snacks is crafted with care by PowerGo. A delightful present for adult who loves gourmet snacks.,PowerGo,unisex,adult,36,60,3.16,489,2025-04-06
111814,Portable Board Game,Toys & Games,Board Game,389.32,INR,"board_game,toys_&_games,eco,for-her,birthday","Give the Portable Board Game as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ChocoDelight,unisex,adult,36,60,3.82,162,2025-03-25
111815,Modern Cookware,Home & Kitchen,Cookware,56.7,INR,"cookware,home_&_kitchen,eco,custom,budget","Modern Cookware by TeaTime. A great gift for boys in the senior age group. Practical, stylish and long-lasting.",TeaTime,boys,senior,61,100,4.05,23,2025-05-25
111816,Vibrant Planner,Stationery,Planner,59.36,INR,"planner,stationery,for-her,budget,for-kids",Vibrant Planner is crafted with care by UrbanCraft. A delightful present for adult who loves planner.,UrbanCraft,unisex,adult,36,60,3.68,344,2025-07-22
111817,Smart Personalized Journal,Personalized Gifts,Personalized Journal,180.79,INR,"personalized_journal,personalized_gifts,travel,for-kids,for-her",StoryNest presents the Smart Personalized Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,unisex,adult,36,60,4.6,312,2025-11-11
111818,Colorful Personalized Journal,Personalized Gifts,Personalized Journal,962.95,INR,"personalized_journal,personalized_gifts,handmade,home,gift","Give the Colorful Personalized Journal as a thoughtful gift — high-quality, well-designed and ideal for unisex.",UrbanCraft,unisex,teen,13,19,3.74,312,2025-11-09
111819,Stylish Earrings,Jewelry,Earrings,394.63,INR,"earrings,jewelry,for-her,budget,home","Give the Stylish Earrings as a thoughtful gift — high-quality, well-designed and ideal for unisex.",SoundX,unisex,child,3,12,3.66,133,2025-11-02
111820,Luxury Sunglasses,Fashion Accessories,Sunglasses,281.84,INR,"sunglasses,fashion_accessories,home,for-her,anniversary","Give the Luxury Sunglasses as a thoughtful gift — high-quality, well-designed and ideal for girls.",ShineCraft,girls,senior,61,100,3.11,311,2025-03-04
111821,Personalized Perfume,Beauty & Personal Care,Perfume,349.4,INR,"perfume,beauty_&_personal_care,portable,for-her,luxury","Give the Personalized Perfume as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,young_adult,20,35,4.47,116,2025-11-22
111822,Classic Travel Mug,Home & Kitchen,Travel Mug,1390.86,INR,"travel_mug,home_&_kitchen,anniversary,budget,for-him","Classic Travel Mug by ThermoCo. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",ThermoCo,unisex,senior,61,100,4.1,326,2025-10-03
111823,Personalized Bracelet,Jewelry,Bracelet,727.38,INR,"bracelet,jewelry,custom,eco,portable",SparkModa presents the Personalized Bracelet. Perfect for birthdays and special occasions. Compact and easy to carry.,SparkModa,unisex,teen,13,19,4.54,494,2025-01-18
111824,Stylish Bath Bombs,Beauty & Personal Care,Bath Bombs,570.2,INR,"bath_bombs,beauty_&_personal_care,for-him,birthday,anniversary","Stylish Bath Bombs by FitTrack. A great gift for girls in the child age group. Practical, stylish and long-lasting.",FitTrack,girls,child,3,12,4.13,211,2025-02-16
111825,Vibrant Grooming Kit,Beauty & Personal Care,Grooming Kit,82.42,INR,"grooming_kit,beauty_&_personal_care,luxury,home,for-him","Vibrant Grooming Kit by StoryNest. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",StoryNest,girls,young_adult,20,35,4.73,272,2025-09-21
111826,Minimal Fairy Lights,Gardening & Decor,Fairy Lights,1160.97,INR,"fairy_lights,gardening_&_decor,valentine,home,handmade",WriteWell presents the Minimal Fairy Lights. Perfect for birthdays and special occasions. Compact and easy to carry.,WriteWell,boys,teen,13,19,4.34,330,2025-07-28
111827,Eco Self Help,Books,Self Help,147.88,INR,"self_help,books,budget,office,for-her","Give the Eco Self Help as a thoughtful gift — high-quality, well-designed and ideal for unisex.",GlowUp,unisex,senior,61,100,4.28,257,2025-11-22
111828,Smart Planner,Stationery,Planner,221.85,INR,"planner,stationery,luxury,for-her,travel",HomeSoul presents the Smart Planner. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,unisex,child,3,12,4.04,419,2025-01-12
111829,Modern Bluetooth Speaker,Electronics,Bluetooth Speaker,100.61,INR,"bluetooth_speaker,electronics,valentine,custom,budget",Modern Bluetooth Speaker is crafted with care by FrameArt. A delightful present for adult who loves bluetooth speaker.,FrameArt,boys,adult,36,60,3.05,195,2025-06-23
111830,Eco Chocolate Box,Food & Beverages,Chocolate Box,340.73,INR,"chocolate_box,food_&_beverages,custom,home,portable",FitTrack presents the Eco Chocolate Box. Perfect for birthdays and special occasions. Compact and easy to carry.,FitTrack,boys,child,3,12,3.71,413,2025-02-10
111831,Personalized Wallet,Fashion Accessories,Wallet,857.85,INR,"wallet,fashion_accessories,gift,for-her,office",GlowUp presents the Personalized Wallet. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,young_adult,20,35,3.61,166,2025-08-25
111832,Cute Personalized Journal,Personalized Gifts,Personalized Journal,1350.8,INR,"personalized_journal,personalized_gifts,portable,anniversary,for-her",Cute Personalized Journal is crafted with care by CustomCraft. A delightful present for adult who loves personalized journal.,CustomCraft,boys,adult,36,60,4.03,370,2025-01-23
111833,Handcrafted Leather Journal,Stationery,Leather Journal,50.0,INR,"leather_journal,stationery,office,luxury,eco",CalmScents presents the Handcrafted Leather Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,CalmScents,girls,child,3,12,3.81,280,2025-05-04
111834,Colorful Board Game,Toys & Games,Board Game,62.37,INR,"board_game,toys_&_games,birthday,handmade,festival",BrightHome presents the Colorful Board Game. Perfect for birthdays and special occasions. Compact and easy to carry.,BrightHome,girls,teen,13,19,4.52,240,2025-05-21
111835,Classic Leather Journal,Stationery,Leather Journal,1177.33,INR,"leather_journal,stationery,office,handmade,for-him","Classic Leather Journal by CustomCraft. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",CustomCraft,unisex,senior,61,100,4.45,263,2025-06-01
111836,Classic Educational Toy,Toys & Games,Educational Toy,450.04,INR,"educational_toy,toys_&_games,portable,birthday,office","Classic Educational Toy by SoundX. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",SoundX,unisex,senior,61,100,3.91,185,2025-08-07
111837,Comfort Perfume,Beauty & Personal Care,Perfume,201.11,INR,"perfume,beauty_&_personal_care,portable,gift,for-her",TeaTime presents the Comfort Perfume. Perfect for birthdays and special occasions. Compact and easy to carry.,TeaTime,girls,senior,61,100,4.1,427,2025-08-22
111838,Vibrant Educational Toy,Toys & Games,Educational Toy,101.12,INR,"educational_toy,toys_&_games,anniversary,birthday,handmade","Give the Vibrant Educational Toy as a thoughtful gift — high-quality, well-designed and ideal for girls.",CustomCraft,girls,senior,61,100,3.69,382,2025-02-21
111839,Deluxe Terrarium Kit,Gardening & Decor,Terrarium Kit,118.32,INR,"terrarium_kit,gardening_&_decor,valentine,eco,home","Give the Deluxe Terrarium Kit as a thoughtful gift — high-quality, well-designed and ideal for unisex.",CustomCraft,unisex,child,3,12,4.34,22,2025-06-07
111840,Minimal Sticky Notes,Stationery,Sticky Notes,683.06,INR,"sticky_notes,stationery,festival,for-her,for-him",Minimal Sticky Notes is crafted with care by CustomCraft. A delightful present for adult who loves sticky notes.,CustomCraft,unisex,adult,36,60,4.28,191,2025-07-01
111841,Luxury Scented Candle,Home & Kitchen,Scented Candle,164.89,INR,"scented_candle,home_&_kitchen,portable,anniversary,festival","Luxury Scented Candle by ChocoDelight. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",ChocoDelight,unisex,child,3,12,4.9,209,2025-03-12
111842,Compact Portable Charger,Electronics,Portable Charger,185.69,INR,"portable_charger,electronics,valentine,travel,gift",GreenLeaf presents the Compact Portable Charger. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,girls,senior,61,100,4.0,24,2025-01-09
111843,Cute Chocolate Box,Food & Beverages,Chocolate Box,839.36,INR,"chocolate_box,food_&_beverages,handmade,anniversary,home","Cute Chocolate Box by BrightHome. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",BrightHome,unisex,senior,61,100,4.69,190,2025-01-08
111844,Comfort Hairbrush,Beauty & Personal Care,Hairbrush,422.0,INR,"hairbrush,beauty_&_personal_care,home,for-him,birthday",GlowUp presents the Comfort Hairbrush. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,adult,36,60,3.47,284,2025-02-03
111845,Slim Headphones,Electronics,Headphones,364.72,INR,"headphones,electronics,portable,handmade,luxury","Give the Slim Headphones as a thoughtful gift — high-quality, well-designed and ideal for unisex.",WriteWell,unisex,child,3,12,4.09,458,2025-07-23
111846,Cute Wind Chime,Gardening & Decor,Wind Chime,279.64,INR,"wind_chime,gardening_&_decor,festival,office,for-kids","Give the Cute Wind Chime as a thoughtful gift — high-quality, well-designed and ideal for unisex.",TeaTime,unisex,senior,61,100,3.89,267,2025-09-12
111847,Colorful Leather Journal,Stationery,Leather Journal,303.86,INR,"leather_journal,stationery,office,custom,festival",FrameArt presents the Colorful Leather Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,FrameArt,unisex,child,3,12,4.14,227,2025-01-17
111848,Premium Bracelet,Jewelry,Bracelet,1005.77,INR,"bracelet,jewelry,gift,for-him,birthday",BrightHome presents the Premium Bracelet. Perfect for birthdays and special occasions. Compact and easy to carry.,BrightHome,unisex,adult,36,60,4.21,267,2025-01-14
111849,Smart Skincare Set,Beauty & Personal Care,Skincare Set,842.3,INR,"skincare_set,beauty_&_personal_care,luxury,valentine,office",ThermoCo presents the Smart Skincare Set. Perfect for birthdays and special occasions. Compact and easy to carry.,ThermoCo,unisex,senior,61,100,3.33,39,2025-03-12
111850,Portable Skipping Rope,Fitness & Sports,Skipping Rope,742.87,INR,"skipping_rope,fitness_&_sports,travel,valentine,luxury",GlowUp presents the Portable Skipping Rope. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,boys,teen,13,19,4.52,177,2025-10-01
111851,Eco Cookbook,Books,Cookbook,2342.81,INR,"cookbook,books,for-her,for-him,travel",Eco Cookbook is crafted with care by TeaTime. A delightful present for young_adult who loves cookbook.,TeaTime,unisex,young_adult,20,35,4.52,3,2025-10-14
111852,Artisan Terrarium Kit,Gardening & Decor,Terrarium Kit,297.79,INR,"terrarium_kit,gardening_&_decor,eco,home,travel",Artisan Terrarium Kit is crafted with care by FrameArt. A delightful present for senior who loves terrarium kit.,FrameArt,unisex,senior,61,100,3.95,417,2025-04-26
111853,Vibrant Scented Candle,Home & Kitchen,Scented Candle,737.29,INR,"scented_candle,home_&_kitchen,anniversary,valentine,travel",StoryNest presents the Vibrant Scented Candle. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,boys,young_adult,20,35,3.98,139,2025-10-08
111854,Colorful Wall Art,Home & Kitchen,Wall Art,74.37,INR,"wall_art,home_&_kitchen,home,budget,luxury",UrbanCraft presents the Colorful Wall Art. Perfect for birthdays and special occasions. Compact and easy to carry.,UrbanCraft,girls,teen,13,19,4.21,219,2025-06-02
111855,Eco Earrings,Jewelry,Earrings,50.0,INR,"earrings,jewelry,eco,custom,festival",Eco Earrings is crafted with care by FrameArt. A delightful present for senior who loves earrings.,FrameArt,unisex,senior,61,100,4.49,111,2025-08-17
